2025-03-16 23:28:12,145 - werkzeug - INFO -  * Restarting with stat
2025-03-16 23:28:13,009 - werkzeug - WARNING -  * Debugger is active!
2025-03-16 23:28:13,015 - werkzeug - INFO -  * Debugger PIN: 767-236-480
2025-03-16 23:28:13,043 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
2025-03-16 23:28:15,862 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:15] "GET / HTTP/1.1" 200 -
2025-03-16 23:28:15,979 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:15] "[35m[1mGET /static/img/data_security.svg HTTP/1.1[0m" 500 -
2025-03-16 23:28:15,980 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:15] "[35m[1mGET /static/img/security_illustration.svg HTTP/1.1[0m" 500 -
2025-03-16 23:28:16,030 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:16] "GET /static/js/main.js HTTP/1.1" 200 -
2025-03-16 23:28:16,030 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:16] "GET /static/css/main.css HTTP/1.1" 200 -
2025-03-16 23:28:21,281 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:21] "GET / HTTP/1.1" 200 -
2025-03-16 23:28:21,372 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:21] "GET /static/css/main.css HTTP/1.1" 200 -
2025-03-16 23:28:21,428 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:21] "[35m[1mGET /static/img/data_security.svg HTTP/1.1[0m" 500 -
2025-03-16 23:28:21,430 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:21] "[35m[1mGET /static/img/security_illustration.svg HTTP/1.1[0m" 500 -
2025-03-16 23:28:21,691 - werkzeug - INFO - 127.0.0.1 - - [16/Mar/2025 23:28:21] "GET /static/js/main.js HTTP/1.1" 200 -
2025-03-16 23:34:23,426 - werkzeug - INFO -  * Restarting with stat
2025-03-16 23:34:24,252 - werkzeug - WARNING -  * Debugger is active!
2025-03-16 23:34:24,255 - werkzeug - INFO -  * Debugger PIN: 767-236-480
2025-03-16 23:34:24,288 - werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
